,urls
1782,judo199713
1783,www.PeopleChess.ru
1784,http://www.sambo70.ru/
1785,http://www.olimpic-fit.ru/borovskoe/
1786,"Judo.ru, http://judoforall.ru/"
1787,футбольные-прогнозы.рф
1788,https://www.hockeyinheart.com/
1789,"vestadance.ru, vestaclub.ru"
1790,basketball-miass.ru
1791,http://blackboxtuners.ru
1792,tvoyavesh.ru
1793,mirfootballa.ru/
1794,http://gulian.ru
1795,Vratarka.NET
1796,http://www.vldinamo.ru/
1797,http://maikahit.ru
1798,www.Dinamo.ru
1799,www.rixa-boxing.ru
1800,@samboleague
1801,s-70.ru
1802,http:Drawing hnoem and Jagua gel
1803,МгновенияСпорта.рф
1804,лфл.рф
1805,http://balashikha-gymnastics.ru/
1806,http://www.sportclubs.com.ua/articles/plavanie-polza-dlia-zdoroviya.html
1807,НМФЛ.РФ
1808,https://www.cvhm.ru
1809,golos-zemli.com
1810,http://www.newizv.ru/society/2014-10-30/209786-nevidimyj-vrag.html
1811,http://filly.msk.ru/
1812,http://www.sport.ru/
1813,www.SmileDance.ru/bigkush
1814,http://dream-dance-mir.ru/
1815,http://www.kolodarnitca.com
1816,http://www.baletbg.ru/
1817,blackinkdesign.ru
1818,www.yafootball.ru
1819,http://krossovki.net/
1820,https://nbaform.ru
1821,https://surprizbox.ru/
1822,www.rollerhockey.ru
1823,http://centrhockey.ru
1824,i-basket.ru
1825,http://www.russianballet.ru/rus/info.htm
1826,hustlecafe.com
1827,". Сайт планирую делать комплексный, в котором мы будем организовывать мероприятия и многое другое!"
1828,marhi.ru
1829,http://katakomba-shop.ru (реконструкция)
1830,www.bckhimki.ru
1831,www.sportmsu.ru
1832,www.BingoStore.ru
1833,http://fruitinbox.ru
1834,Вы на нем
1835,http://rusboxing.ru/
1836,http://hustledance.ru/index.php?name=Forums&file=viewtopic&t=2330&postdays=0&postorder=asc&start=0
1837,http://mai.hustleclub.ru
1838,www.kickclub.ru
1839,www.show-karnaval.ru
1840,http://www.nadezhda-ballet.ru/
1841,https://www.sambo70.com
1842,www.lionacademy.ru
1843,http://zelbasket.jino-net.ru
1844,http://eto-po-mne.livejournal.com/
1845,http://www.ivara.ru/forum/5-obuchenie/33325-prodolzjashki__romi_i_sveti_s_31_marta_na_baumanskoi.html
1846,Команда
1847,tensport.ru
1848,http://enjoyfootball.ru/
1849,Основан - 17 сентября 2011
1850,http://www.paladincenter.ru/
1851,WWW.NHL.COM
1852,http://fcvirtuoz.ru/
1853,russailing.com
1854,www.betta.pscentr.ru
1855,cdka.su
1856,Конькобежныйспорт.рф
1857,http://www.playok.com/ru/shogi/
1858,http://gretchaninov.music.mos.ru/
1859,www.MiniZone.ru
1860,http://starscout.ru
1861,http://playerball.ru/
1862,http://wear4basketball.ru/?ch=vk
1863,www.волейбол.com
1864,https://muabox.ru/
1865,http://borisoglebsk.championika.ru
1866,zasenko.com atakateam.ru
1867,volleys.club
1868,http://2x2.team/
1869,http://jordanbrand.ru
1870,https://moscow.kasok.ru/
1871,http://club.aerotennis.ru/
1872,http://ru.brasilisfc.com.ru/
1873,magictennis.ru
1874,www.sambo.com
1875,www.rusathletics.com
1876,www.nosovschool.ru
1877,https://www.laskadi.com
1878,http://www.mhockey.ru/
1879,http://fcalias.ru
1880,http://www.sticker.su/moor.php?id=18
1881,http://goo.gl/IEZAW
1882,http://SuperMayki.ru/
1883,https://www.tapatalk.com/groups/arcokalypse
1884,www.afc-dragons.com
1885,Zelenin1413@mail.ru
1886,http://www.delfinenok.ru/
1887,www.odstudio.ru
1888,www.global-shows.ru
1889,http://музыкальнаяшкола1.рф/
1890,http//:www.sports.ru
1891,www.moscow-basket.ru/mbl
1892,https://дансленд.рф
1893,http://www.альянс-премиум.рф/
1894,http://www.vestadance.ru/sensei25.html
1895,www.orion-masters.ru
1896,home-arena.ru
1897,Создан будет.
1898,http://elli.dance
1899,http://sambotiger.ru/
1900,http://www.royjonesjr.com/
1901,http://hclegends.ru/
1902,http://o53xo.ozvw63tumfvxizjooj2q.cmle.ru/volleyball_konkovo
1903,https://www.sfscamps.com/
1904,http://www.basket3000.ru/index.htm
1905,www.centrhockey.ru
1906,otryv.ru
1907,www.rsl-russia.ru
1908,hustledance.ru
1909,http://brandsfactory.ru
1910,www.sambo-70.ru
1911,myscore.ru
1912,livehockey.ru
1913,http://artobolevskaya.music.mos.ru/
1914,iamballin.ru
1915,https://xn--80abehec2bd5cjfj0a.xn--p1ai/
1916,http://www.hockeyboss.ru/?p=2022
1917,www.swimming.ru
1918,anshow@mail.ru
1919,http://самбо-70.рф/
1920,interhustle.ru
1921,www.kashirabox.ru
1922,http://www.hustledance.ru/
1923,https://watch.dazn.com/en-CA/boxing/
1924,www.vestadance.ru
1925,www.
1926,http://www.soccer.ixrad.ru
1927,http://varyag-thai.ru/
1928,http://lgfl.ru
1929,http://angelball.ru/
1930,https://тайский-бокс.москва
1931,www.volan.ru
1932,eubet.ru
1933,www.russballet.ru
1934,http://boxfair.ru/
1935,http://www.fitnessmania.ru/tabid/120/Default.aspx
1936,http://taifun-club.ru/
1937,http://www.darinadance.ru/
1938,Нет
1939,www.kids.lfl.ru
1940,www.scarletshow.ru
1941,http://www.street-madness.ru/
1942,www.polo-h2o.msk.ru
1943,сафар рахматов
1944,http://www.urokirisovaniya.ru
1945,http://бкглория.рф
1946,www.ifencing.ru www.allstar-russia.ru
1947,urbankickfootball.ru
1948,http://www.myspace.com/aquaaerobika
1949,http://akboxing.ru/
1950,http://sailingschool.ru/
1951,www.esmotuzov.narod.ru
1952,http://mosboxer.narod.ru/
1953,http://www.zvezda-hockeyclub.com/
1954,https://www.hatsandcaps.ru
1955,http://probeg.org/
1956,https://fshkorolev.ru/
1957,www.terfeht.ru
1958,www.smiledance.ru
1959,www.sportogram.ru
1960,http://nashaigra.ru/
1961,"http://community.livejournal.com/ru_playfootball/, http://www.iplayfootball.ru"
1962,http://mariposa-dance.ru/
1963,goiuy@ukr.net
1964,www.hustle-center.ru
1965,http://skating-star.ru/
1966,http://bettotal.blogspot.com/
1967,https://sportkovrik.ru/
1968,www.wrestrus.ru
1969,https://www.elastico.su/msksao
1970,grandfight.ru
1971,www.mikhailovsky.ru
1972,http://www.smiledance.ru
1973,www.azbykafytbola.club
1974,"www.sportvia.ru -  все, что ты хотел знать о спорте"
1975,http://chessplanet.ru/
1976,club85425506
1977,risovanie-na-vode.ru
1978,http://grieg.music.mos.ru/
1979,http://kengubol.ru
1980,www.schebalin.music.mos.ru
1981,lll``llllll``lllllllll``llllllllllll```lllllllll``lll```lll`lll  lll`lll```````lll`````lll`````lll`l
1982,http://borodin.music.mos.ru/
1983,http://gold-betting.ru
1984,http://fitness.study-tv.com/body_balet_free.html
1985,http://vsegda.by/
1986,www.baseballrussia.ru
1987,www.combat.narod.ru
1988,www.likki.ru
1989,www.pxty-basket.com
1990,trioboxmusic.ru
1991,http://mysecretbox.ru
1992,http://sambo.ru/
1993,www.wsdance.com
1994,http://odoevskiy.music.mos.ru/
1995,http://printfutbolka.ru
1996,http://www.mcbi.ru/
1997,Нету !!! =3=
1998,http://11x11.ru/?ref=902900
